sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
屏東(枋山),屏東縣,16,,良好,0.1,0,20.3,17.2,9,0,0.6,1.2,0.5,4.7,89,"2024-06-27 10:00",,0,0.8,6,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,12,,良好,0.7,0.21,32.3,13.2,13,5,7,9.9,2.9,2.1,42,"2024-06-27 10:00",,0.1,2.7,11,0,120.65525382,24.39017512,312
新北(樹林),新北市,35,,良好,0.5,0.23,15.1,7.2,15,13,13.4,18.2,4.8,0.4,216,"2024-06-27 10:00",,0.2,10.7,25,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,28,,良好,0.6,,21.5,15.2,17,7,1.9,2.7,0.8,2,13,"2024-06-27 10:00",,0,8.7,16,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,34,,良好,1.2,0.17,35.9,10.3,24,12,6.9,8.9,2,0.2,165,"2024-06-27 10:00",,0.2,10.4,24,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,29,,良好,2.4,0.14,33.6,14.9,24,7,4.5,6.1,1.6,1.6,298,"2024-06-27 10:00",,0.1,8.8,23,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,29,,良好,1.6,0.21,40.3,14.2,14,10,6.8,9.4,2.5,0.7,5,"2024-06-27 10:00",,0.1,9,18,2,120.56373,23.96117,201
大城,彰化縣,25,,良好,2.4,0.12,48.1,17.6,21,9,4.8,6,1.1,2.5,31,"2024-06-27 10:00",,0.1,7.6,22,1,120.26964167,23.85493056,85
富貴角,新北市,15,,良好,0.5,0.07,23.8,16.5,8,4,1.4,2.3,0.8,0.8,31,"2024-06-27 10:00",,0,3.6,11,0,121.53656894,25.29681695,84
麥寮,雲林縣,21,,良好,2.2,0.15,39.9,15.6,20,6,5.3,7.2,1.8,2.3,14,"2024-06-27 10:00",,0.1,5.7,21,1,120.251825,23.753506,83
關山,臺東縣,14,,良好,0.5,0.07,13.9,7.5,11,0,1.4,2.8,1.4,2.1,215,"2024-06-27 10:00",,0,1.3,14,0,121.161933,23.045083,80
馬公,澎湖縣,23,,良好,,,28.1,25.6,9,,,,,1.2,262,"2024-06-27 10:00",,0.1,2.8,7,1,119.566158,23.569031,78
金門,金門縣,21,,良好,0.7,0.1,13.3,5.5,10,6,8.7,19.4,10.6,1.7,267,"2024-06-27 10:00",,0.1,6.5,14,0,118.312256,24.432133,77
馬祖,連江縣,44,,良好,1.8,0.48,37.1,24.2,32,12,3.8,5,1.2,2.5,185,"2024-06-27 10:00",,0.3,13.7,23,0,119.93149378,26.15188416,75
埔里,南投縣,37,,良好,1.1,0.12,23.1,7.3,14,10,1.2,3.8,2.6,1.4,315,"2024-06-27 10:00",,0.1,11.4,18,1,120.967903,23.968842,72
復興,高雄市,34,,良好,2.4,0.36,28.4,17.7,24,13,13.2,17.1,3.9,0.5,261,"2024-06-27 10:00",,0.3,10.5,22,1,120.312017,22.608711,71
永和,新北市,30,,良好,1.8,0.75,16.5,5.8,10,9,16,32.2,16.2,1.7,53,"2024-06-27 10:00",,0.5,9.1,15,1,121.516306,25.017,70
竹山,南投縣,23,,良好,0.6,0.07,29.5,10.0,12,5,1.5,2.5,1,1.4,252,"2024-06-27 10:00",,0.1,7,21,0,120.677306,23.756389,69
中壢,桃園市,42,,良好,2.3,0.51,12.5,5.0,20,7,25.7,56.7,30.9,0.8,4,"2024-06-27 10:00",,0.7,8.1,20,1,121.221667,24.953278,68
三重,新北市,40,,良好,1.8,0.58,12.9,4.6,23,7,24.6,63.4,38.7,-,-,"2024-06-27 10:00",,0.5,7.8,20,1,121.493806,25.072611,67
冬山,宜蘭縣,25,,良好,,,,4.6,25,4,,,,2.3,25,"2024-06-27 10:00",,0.2,6.1,25,0,121.792928,24.632203,66
宜蘭,宜蘭縣,15,,良好,0.6,0.19,25,9.3,15,1,3.7,5.5,1.7,2.3,104,"2024-06-27 10:00",,0.1,3.5,15,0,121.746394,24.747917,65
陽明,臺北市,10,,良好,0.8,0.09,15.7,11.1,5,0,1,1.7,0.6,3.4,350,"2024-06-27 10:00",,0,0.5,7,0,121.529583,25.182722,64
花蓮,花蓮縣,11,,良好,0.1,0.1,14.1,7.1,6,5,1,2.2,1.2,2.3,135,"2024-06-27 10:00",,0.1,2.5,11,0,121.599769,23.971306,63
臺東,臺東縣,8,,良好,0.8,0.12,13.9,9.0,6,2,2.1,4.6,2.4,0.5,143,"2024-06-27 10:00",,0,0.6,7,0,121.15045,22.755358,62
恆春,屏東縣,12,,良好,0.3,0.07,16,12.1,8,4,1,1.6,0.6,5.5,45,"2024-06-27 10:00",,0,3.7,9,0,120.788928,21.958069,61
潮州,屏東縣,29,,良好,,,,14.4,30,9,,,,1.8,39,"2024-06-27 10:00",,0.1,9,25,1,120.561175,22.523108,60
屏東,屏東縣,29,,良好,1.9,0.17,39.9,17.0,17,8,4.5,5.5,0.9,1.6,324,"2024-06-27 10:00",,0.2,9,24,1,120.488033,22.673081,59
小港,高雄市,34,,良好,5.3,0.17,18.2,12.6,19,11,17.7,27.5,9.7,1.6,269,"2024-06-27 10:00",,0.1,10.6,20,2,120.337736,22.565833,58
前鎮,高雄市,29,,良好,2.8,0.29,29.9,19.1,27,6,11.5,17.7,6.1,1.6,6,"2024-06-27 10:00",,0.2,8.9,23,1,120.30833356,22.6044507,57
前金,高雄市,30,,良好,,,,17.9,21,10,,,,1.2,262,"2024-06-27 10:00",,0.2,9.3,22,1,120.28676111,22.63390278,56
左營,高雄市,47,,良好,2,0.22,40.5,16.2,37,17,9.4,12,2.5,2.3,296,"2024-06-27 10:00",,0.2,14.5,30,1,120.292917,22.674861,54
楠梓,高雄市,40,,良好,1.2,0.21,41.2,19.4,31,13,7.3,9.2,1.8,1.6,275,"2024-06-27 10:00",,0.2,12.4,24,0,120.328289,22.733667,53
林園,高雄市,36,,良好,1.8,0.11,32.5,20.7,16,8,2.3,3.2,0.8,1.7,95,"2024-06-27 10:00",,0.1,11.2,25,1,120.41175,22.4795,52
大寮,高雄市,45,,良好,4.2,0.27,40.2,15.6,36,14,11,12.8,1.8,1.6,306,"2024-06-27 10:00",,0.2,13.8,34,4,120.425311,22.56413611,51
鳳山,高雄市,30,,良好,3.3,0.54,31.5,17.7,30,7,18.9,24,5.1,1,298,"2024-06-27 10:00",,0.3,6,25,1,120.357422,22.628126,50
仁武,高雄市,41,,良好,2,0.24,38.7,20.6,20,17,12.9,15.6,2.6,2,296,"2024-06-27 10:00",,0.2,12.5,22,2,120.332631,22.689056,49
橋頭,高雄市,34,,良好,1.6,0.19,37.5,17.9,27,9,7.6,9.7,2.1,1.8,300,"2024-06-27 10:00",,0.2,10.5,22,1,120.305689,22.757506,48
美濃,高雄市,23,,良好,1,0.17,37.1,18.2,15,6,2.5,3.6,1.1,1.4,283,"2024-06-27 10:00",,0.1,7,21,0,120.530542,22.883583,47
臺南,臺南市,42,,良好,1.6,0.21,43.7,23.0,29,12,7.1,8.7,1.5,1.1,252,"2024-06-27 10:00",,0.1,13,24,1,120.21947897,22.98928311,46
安南,臺南市,29,,良好,,,,12.3,19,6,,,,1.7,291,"2024-06-27 10:00",,0.2,9,20,0,120.2175,23.048197,45
善化,臺南市,31,,良好,2.4,0.14,36.4,11.0,25,13,,,,1.5,193,"2024-06-27 10:00",,0.1,9.7,19,0,120.29740529,23.11337642,44
新營,臺南市,32,,良好,1.3,0.24,44.4,13.9,25,8,6.2,8.5,2.3,1.3,92,"2024-06-27 10:00",,0.2,9.8,23,1,120.31725,23.305633,43
嘉義,嘉義市,24,,良好,1.3,0.21,48.2,17.6,22,8,6.6,7.5,0.8,1.7,224,"2024-06-27 10:00",,0.2,7.3,21,1,120.44125148,23.46477865,42
臺西,雲林縣,31,,良好,4.4,0.12,37.6,15.3,24,11,5.5,8,2.4,2,312,"2024-06-27 10:00",,0.1,9.6,25,2,120.19933333,23.702175,41
朴子,嘉義縣,31,,良好,1.4,0.17,38.2,12.4,17,7,5.2,6.9,1.7,1,106,"2024-06-27 10:00",,0.2,9.5,21,1,120.2478,23.46538,40
新港,嘉義縣,40,,良好,2.1,0.15,42.6,15.8,23,10,4,5.5,1.4,1,255,"2024-06-27 10:00",,0.2,12.4,33,2,120.345531,23.554839,39
崙背,雲林縣,40,,良好,2,0.17,30.1,10.2,16,10,3.9,5.2,1.3,1.2,318,"2024-06-27 10:00",,0.1,12.2,33,1,120.348742,23.757547,38
斗六,雲林縣,24,,良好,1.5,0.17,38.7,13.9,21,9,4.3,6.7,2.3,0.9,81,"2024-06-27 10:00",,0.1,7.5,22,1,120.544994,23.711853,37
南投,南投縣,16,,良好,0.4,0.12,27.1,10.6,14,4,3.8,5,1.2,1.6,164,"2024-06-27 10:00",,0.1,5,16,0,120.685306,23.913,36
二林,彰化縣,40,,良好,2.9,0.2,44.1,12.8,21,12,5,6.3,1.2,1.5,338,"2024-06-27 10:00",,0.1,12.4,23,1,120.409653,23.925175,35
線西,彰化縣,23,,良好,2.3,0.24,36.4,13.2,23,8,8,11.3,3.3,0.9,339,"2024-06-27 10:00",,0.1,7,16,1,120.469061,24.131672,34
彰化,彰化縣,16,,良好,0.8,0.19,41.9,17.7,20,6,5.8,7.5,1.7,1.4,7,"2024-06-27 10:00",,0.1,2.6,15,1,120.541519,24.066,33
西屯,臺中市,24,,良好,1,0.26,36.6,12.3,28,9,9.5,13.6,4.1,1.4,168,"2024-06-27 10:00",,0.1,7.5,17,1,120.616917,24.162197,32
忠明,臺中市,16,,良好,1.7,0.19,31.3,14.0,16,5,6.2,8.9,2.7,1.6,153,"2024-06-27 10:00",,0.2,4.8,14,1,120.641092,24.151958,31
大里,臺中市,16,,良好,1.4,0.14,29.6,12.7,16,7,5.4,7.1,1.7,1.9,242,"2024-06-27 10:00",,0.1,5,11,1,120.67844444,24.09961111,30
沙鹿,臺中市,21,,良好,1.5,0.18,38.8,14.6,17,6,6.8,8.9,2,1.9,342,"2024-06-27 10:00",,0.2,6.5,14,0,120.568794,24.225628,29
豐原,臺中市,13,,良好,0.7,0.18,37.4,14.6,8,4,5.2,6.8,1.6,1.4,47,"2024-06-27 10:00",,0.1,2.7,10,1,120.74252414,24.25699731,28
三義,苗栗縣,11,,良好,1.1,0.09,26.8,12.1,4,1,1.1,3.3,2.1,1.7,29,"2024-06-27 10:00",,0.1,2.2,9,0,120.75956754,24.38248443,27
苗栗,苗栗縣,12,,良好,2.3,0.1,30.5,13.2,13,4,5.5,7.6,2.1,2.2,5,"2024-06-27 10:00",,0.1,3.2,10,1,120.82011468,24.56499183,26
頭份,苗栗縣,21,,良好,1.3,0.22,25.8,11.0,15,9,8.9,14.5,5.6,2.8,319,"2024-06-27 10:00",,0.1,6.5,18,1,120.89869286,24.69690679,25
新竹,新竹市,19,,良好,0.5,0.22,32.3,10.0,11,10,8.4,10.4,2,2.1,310,"2024-06-27 10:00",,0.1,5.9,13,0,120.97236752,24.8056356,24
竹東,新竹縣,18,,良好,0.4,0.12,23,10.4,10,4,4,6,1.9,1.9,47,"2024-06-27 10:00",,0.1,5.5,16,0,121.08895493,24.74091408,23
湖口,新竹縣,26,,良好,0.9,0.19,33.6,9.3,15,8,6.3,8.8,2.4,2.7,323,"2024-06-27 10:00",,0.1,7.9,13,1,121.03886894,24.90009696,22
龍潭,桃園市,18,,良好,1.4,0.23,27.2,8.8,16,6,8.3,11.8,3.5,2.6,47,"2024-06-27 10:00",,0.1,5,18,0,121.21645772,24.86400048,21
平鎮,桃園市,22,,良好,1.5,0.26,24.2,9.5,17,8,13.8,19.2,5.4,1.8,25,"2024-06-27 10:00",,0.2,6,18,0,121.203986,24.952786,20
觀音,桃園市,30,,良好,1.1,0.1,27.2,9.8,10,3,5.3,7,1.6,2.3,6,"2024-06-27 10:00",,0.1,9.1,15,1,121.08283092,25.03556747,19
大園,桃園市,19,,良好,1.5,0.15,20.4,9.1,16,2,8,13.2,5.2,3.3,3,"2024-06-27 10:00",,0.2,5.8,18,1,121.20251473,25.06100357,18
桃園,桃園市,27,,良好,0.7,0.24,22.4,7.9,5,0,8.8,12.9,4,2.5,29,"2024-06-27 10:00",,0.3,8.2,18,2,121.30500531,24.9947107,17
大同,臺北市,46,,良好,1.5,0.7,12.9,4.0,43,20,22.8,43.9,21,-,-,"2024-06-27 10:00",,0.7,14.2,29,1,121.51342074,25.06331455,16
松山,臺北市,17,,良好,0.8,0.17,20.3,7.0,15,3,9.1,17,7.9,2.6,56,"2024-06-27 10:00",,0.2,3.7,17,1,121.578611,25.05,15
古亭,臺北市,24,,良好,0.6,0.24,16.9,5.4,10,4,13.9,25.6,11.7,1.6,44,"2024-06-27 10:00",,0.2,7.4,15,0,121.529556,25.020608,14
萬華,臺北市,28,,良好,0.7,0.46,20.9,6.8,13,6,17.7,27,9.2,1.7,86,"2024-06-27 10:00",,0.2,7.2,16,0,121.507972,25.046503,13
中山,臺北市,31,,良好,1.1,0.41,19,5.3,21,12,16.7,27.8,11,1.8,337,"2024-06-27 10:00",,0.3,9.7,22,0,121.526528,25.062361,12
士林,臺北市,26,,良好,1.5,0.24,28.8,10.0,19,8,7.6,10.9,3.3,1.9,346,"2024-06-27 10:00",,0.1,8,18,0,121.51666356,25.10334003,11
淡水,新北市,22,,良好,2.3,0.11,24.9,10.8,10,5,4.7,6.9,2.1,1.9,340,"2024-06-27 10:00",,0.1,6.7,16,1,121.449239,25.1645,10
林口,新北市,23,,良好,0.4,0.12,23.5,9.6,18,4,6.5,9.7,3.2,2.5,321,"2024-06-27 10:00",,0.2,7.2,15,0,121.36548982,25.07798949,9
菜寮,新北市,24,,良好,1.6,0.36,22,7.8,12,9,12.7,20,7.3,2,20,"2024-06-27 10:00",,0.3,7.4,17,1,121.481028,25.06895,8
新莊,新北市,28,,良好,1.1,0.29,25.6,7.0,17,6,7.8,12.1,4.2,1.1,85,"2024-06-27 10:00",,0.3,8.7,27,0,121.4325,25.037972,7
板橋,新北市,23,,良好,1,0.34,19.1,5.9,12,4,13.9,22,8,1.7,48,"2024-06-27 10:00",,0.3,7,18,0,121.458667,25.012972,6
土城,新北市,34,,良好,0.9,0.22,21.8,6.9,15,6,5.3,9,3.6,2.2,327,"2024-06-27 10:00",,0.3,10.5,25,1,121.451861,24.982528,5
新店,新北市,31,,良好,0.5,0.17,20.6,8.0,7,6,4.5,8.3,3.8,2.2,3,"2024-06-27 10:00",,0.2,9.7,19,1,121.537778,24.977222,4
萬里,新北市,12,,良好,1.7,0.2,22.6,10.2,14,2,7.5,12.9,5.3,1.7,51,"2024-06-27 10:00",,0.1,2.2,11,0,121.689881,25.179667,3
汐止,新北市,22,,良好,4,0.13,20.9,5.9,10,0,10,15.2,5.1,2.3,30,"2024-06-27 10:00",,0.2,6.8,18,1,121.64081,25.06624,2
基隆,基隆市,13,,良好,1.5,0.11,18.6,7.4,6,0,2.5,4.2,1.7,1.7,94,"2024-06-27 10:00",,0.2,3.6,13,1,121.760056,25.129167,1
屏東(枋山),屏東縣,15,,良好,0.2,0.02,19.2,16.5,8,0,0.6,1.1,0.4,6.5,92,"2024-06-27 09:00",,0,0.8,5,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,10,,良好,0.8,0.23,22.5,10.2,11,0,6.2,9.7,3.5,1.2,313,"2024-06-27 09:00",,0.1,2,10,0,120.65525382,24.39017512,312
新北(樹林),新北市,35,,良好,0.4,0.42,16.6,6.0,28,13,21.6,25.8,4.1,0.2,258,"2024-06-27 09:00",,0.2,9.7,27,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,29,,良好,0.5,0.02,14.6,13.9,20,9,1.3,2.3,1,1.6,110,"2024-06-27 09:00",,0,8.8,15,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,31,,良好,1.2,0.19,24.8,6.7,25,12,9.9,14,4.1,0.2,163,"2024-06-27 09:00",,0.2,9.4,24,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,28,,良好,1.5,0.15,27.7,12.6,21,11,5.5,7.3,1.8,1.9,292,"2024-06-27 09:00",,0.1,8.7,22,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,28,,良好,2.1,0.25,26.7,10.4,24,13,9.9,13.7,3.8,0.9,272,"2024-06-27 09:00",,0.1,8.5,19,2,120.56373,23.96117,201
大城,彰化縣,23,,良好,1.8,0.11,33.1,15.5,20,10,6.1,9,2.9,2.7,39,"2024-06-27 09:00",,0,7.2,23,1,120.26964167,23.85493056,85
富貴角,新北市,14,,良好,0.4,0.07,21.1,15.6,10,6,1.2,2.1,0.9,1.4,293,"2024-06-27 09:00",,0,4,11,0,121.53656894,25.29681695,84
麥寮,雲林縣,21,,良好,2.1,0.15,28.7,12.8,25,7,7.3,11,3.7,1.8,4,"2024-06-27 09:00",,0.1,5.5,21,1,120.251825,23.753506,83
關山,臺東縣,14,,良好,0.6,0.07,11.8,6.1,9,1,1.3,3.1,1.7,1,190,"2024-06-27 09:00",,0,1.7,14,0,121.161933,23.045083,80
馬公,澎湖縣,23,,良好,,0.1,26.7,26.0,10,0,4,5.8,1.8,1.9,318,"2024-06-27 09:00",,0.1,2.8,7,1,119.566158,23.569031,78
金門,金門縣,21,,良好,1.8,0.09,12.6,4,10,7,7.9,24,16,1.4,258,"2024-06-27 09:00",,0.1,6.5,15,0,118.312256,24.432133,77
馬祖,連江縣,44,,良好,1.2,0.46,23.1,23.0,23,16,7.2,11.3,4,1.5,182,"2024-06-27 09:00",,0.2,13.6,21,0,119.93149378,26.15188416,75
埔里,南投縣,36,,良好,1.2,0.18,13.1,4.8,17,15,2.7,7.6,4.9,1.4,38,"2024-06-27 09:00",,0.1,11.2,19,1,120.967903,23.968842,72
復興,高雄市,31,,良好,2.8,0.49,20.9,16.8,40,12,18.7,24.3,5.6,0.8,287,"2024-06-27 09:00",,0.2,9.6,21,1,120.312017,22.608711,71
永和,新北市,31,,良好,1.4,1.12,9.6,4.2,9,7,13.4,33,19.5,1.1,83,"2024-06-27 09:00",,0.4,9.5,17,1,121.516306,25.017,70
竹山,南投縣,24,,良好,0.6,0.09,21.6,6.8,15,6,2.2,3.5,1.2,1.2,261,"2024-06-27 09:00",,0.1,7.4,23,0,120.677306,23.756389,69
中壢,桃園市,35,,良好,2.1,0.88,9,3.8,12,6,21.3,50.5,29.2,0.6,27,"2024-06-27 09:00",,0.7,9,21,1,121.221667,24.953278,68
三重,新北市,32,,良好,1.1,0.91,8.8,3.4,21,8,19.9,62.2,42.2,-,-,"2024-06-27 09:00",,0.5,8,19,1,121.493806,25.072611,67
冬山,宜蘭縣,25,,良好,,,11.8,4.4,36,6,,,,1.4,36,"2024-06-27 09:00",,0.2,6.5,25,0,121.792928,24.632203,66
宜蘭,宜蘭縣,16,,良好,0.2,0.17,16.4,6.8,12,4,2.5,4.4,1.9,1.6,148,"2024-06-27 09:00",,0.1,4.3,16,0,121.746394,24.747917,65
陽明,臺北市,9,,良好,0.7,0.08,14,10.2,4,0,0.8,1.4,0.5,2.1,360,"2024-06-27 09:00",,0,0.8,8,0,121.529583,25.182722,64
花蓮,花蓮縣,15,,良好,6.8,0.17,12,5.9,15,4,2.1,4.8,2.7,2.2,123,"2024-06-27 09:00",,0.1,2.5,12,0,121.599769,23.971306,63
臺東,臺東縣,7,,良好,0.9,0.15,10.7,8.2,10,1,2.9,6.3,3.4,0.5,118,"2024-06-27 09:00",,0,0.3,6,0,121.15045,22.755358,62
恆春,屏東縣,12,,良好,0.4,0.07,14.9,11.5,10,5,1.1,1.7,0.6,4.4,64,"2024-06-27 09:00",,0,3.8,9,0,120.788928,21.958069,61
潮州,屏東縣,30,,良好,1.5,0.16,29.8,14.6,23,10,4.7,6.9,2.2,1.9,292,"2024-06-27 09:00",,0.1,9.1,24,1,120.561175,22.523108,60
屏東,屏東縣,28,,良好,1.5,0.19,29.1,15.0,27,8,5.8,7.6,1.8,1.6,348,"2024-06-27 09:00",,0.1,8.7,26,1,120.488033,22.673081,59
小港,高雄市,33,,良好,4.8,0.24,18.4,10.6,24,11,17.7,26,8.2,2.2,264,"2024-06-27 09:00",,0.1,10.1,20,2,120.337736,22.565833,58
前鎮,高雄市,30,,良好,3.3,0.45,23.9,18.1,27,9,16.7,23.5,6.8,1.6,180,"2024-06-27 09:00",,0.2,9.2,21,1,120.30833356,22.6044507,57
前金,高雄市,30,,良好,2.8,0.29,27.8,17.7,24,11,11.2,15.2,4,2.3,219,"2024-06-27 09:00",,0.2,9.2,22,1,120.28676111,22.63390278,56
左營,高雄市,46,,良好,1.7,0.21,21.8,13,33,17,14.6,20.8,6.1,2.4,276,"2024-06-27 09:00",,0.2,14.2,28,1,120.292917,22.674861,54
楠梓,高雄市,38,,良好,1.3,0.29,33.2,17.3,27,18,8.4,10.8,2.4,1,25,"2024-06-27 09:00",,0.2,11.8,22,0,120.328289,22.733667,53
林園,高雄市,38,,良好,2.8,0.16,35.3,18.7,26,9,5.7,7.5,1.7,1,23,"2024-06-27 09:00",,0.1,11.7,27,1,120.41175,22.4795,52
大寮,高雄市,44,,良好,5.2,0.28,26.9,12.8,53,17,8.9,12,3,1.1,307,"2024-06-27 09:00",,0.2,13.4,33,4,120.425311,22.56413611,51
鳳山,高雄市,23,,良好,2.4,0.41,22.7,16.1,24,6,14.6,18.8,4.2,0.7,286,"2024-06-27 09:00",,0.2,5.6,23,1,120.357422,22.628126,50
仁武,高雄市,38,,良好,2.3,0.5,29.4,18.7,27,13,15.1,19.4,4.3,2,264,"2024-06-27 09:00",,0.2,11.6,22,2,120.332631,22.689056,49
橋頭,高雄市,36,,良好,1.8,0.22,29.8,15.8,25,11,8.5,11.4,2.8,1.6,278,"2024-06-27 09:00",,0.2,11,22,1,120.305689,22.757506,48
美濃,高雄市,23,,良好,0.8,0.17,30,15.5,18,6,3.3,4.8,1.4,1.4,284,"2024-06-27 09:00",,0.1,7.2,21,0,120.530542,22.883583,47
臺南,臺南市,41,,良好,1.7,0.28,37,18.9,23,14,8.4,10.7,2.2,0.6,317,"2024-06-27 09:00",,0.1,12.6,22,1,120.21947897,22.98928311,46
安南,臺南市,31,,良好,1,0.26,26.4,11.6,20,8,8.9,12.7,3.8,1,307,"2024-06-27 09:00",,0.2,9.5,21,0,120.2175,23.048197,45
善化,臺南市,27,,良好,3.3,0.17,23.6,7.0,20,12,,,,1.2,99,"2024-06-27 09:00",,0.1,8.3,18,0,120.29740529,23.11337642,44
新營,臺南市,33,,良好,1.5,0.23,30.7,9.8,21,11,8,12.3,4.2,1.2,33,"2024-06-27 09:00",,0.2,10.3,23,1,120.31725,23.305633,43
嘉義,嘉義市,24,,良好,1.2,0.33,34.1,12.5,24,9,8.7,10.5,1.8,1,45,"2024-06-27 09:00",,0.1,7.5,21,1,120.44125148,23.46477865,42
臺西,雲林縣,30,,良好,3.4,0.15,27.2,13.3,31,8,8.9,13.1,4.1,1.9,335,"2024-06-27 09:00",,0.1,9.3,25,2,120.19933333,23.702175,41
朴子,嘉義縣,31,,良好,1.8,0.21,25.2,8.6,20,9,7.2,10.5,3.3,0.9,5,"2024-06-27 09:00",,0.2,9.7,22,1,120.2478,23.46538,40
新港,嘉義縣,43,,良好,2.3,0.16,29.2,11.0,25,10,6.4,9.1,2.6,0.9,51,"2024-06-27 09:00",,0.2,13.1,34,2,120.345531,23.554839,39
崙背,雲林縣,39,,良好,1.8,0.17,25.7,7.4,27,11,4.7,7.6,2.8,1.1,52,"2024-06-27 09:00",,0.1,11.9,35,1,120.348742,23.757547,38
斗六,雲林縣,23,,良好,1.4,0.21,29.4,10.2,19,7,5.8,8.9,3.1,0.9,345,"2024-06-27 09:00",,0.1,7.1,23,1,120.544994,23.711853,37
南投,南投縣,18,,良好,0.3,0.13,21,8.4,14,,3,4.2,1.2,1.6,170,"2024-06-27 09:00",,0.1,5.6,17,0,120.685306,23.913,36
二林,彰化縣,41,,良好,2.2,0.18,27.1,8.3,15,11,4.7,6.7,1.9,1.4,334,"2024-06-27 09:00",,0.1,12.5,25,0,120.409653,23.925175,35
線西,彰化縣,21,,良好,1.4,0.26,23.2,9.8,16,9,6.3,9.9,3.5,0.4,53,"2024-06-27 09:00",,0.1,6.4,15,1,120.469061,24.131672,34
彰化,彰化縣,14,,良好,0.7,0.16,31.4,14.0,10,4,4.1,5.7,1.6,1.1,81,"2024-06-27 09:00",,0.1,1.9,14,1,120.541519,24.066,33
西屯,臺中市,23,,良好,1,0.22,23,8.7,11,6,10,15.7,5.7,1.3,110,"2024-06-27 09:00",,0.1,7,15,1,120.616917,24.162197,32
忠明,臺中市,15,,良好,1.6,0.3,24.2,11.3,17,4,8.7,13.1,4.4,0.9,46,"2024-06-27 09:00",,0.2,4.5,13,1,120.641092,24.151958,31
大里,臺中市,14,,良好,1.4,0.2,20.1,10.4,12,5,5.5,8.6,3.1,2.3,261,"2024-06-27 09:00",,0.1,4.2,11,1,120.67844444,24.09961111,30
沙鹿,臺中市,21,,良好,1.4,0.23,24.3,11.6,16,4,10.9,16.1,5.2,1.8,317,"2024-06-27 09:00",,0.2,6.4,13,0,120.568794,24.225628,29
豐原,臺中市,11,,良好,0.4,0.14,23.6,11.1,6,4,2.7,4.3,1.6,1,329,"2024-06-27 09:00",,0.1,2.1,11,1,120.74252414,24.25699731,28
三義,苗栗縣,10,,良好,1,0.09,21.4,9.1,7,1,0.9,2.8,1.9,1.7,2,"2024-06-27 09:00",,0.1,2.4,10,0,120.75956754,24.38248443,27
苗栗,苗栗縣,10,,良好,1.9,0.15,17.8,10.8,8,6,6.1,9.9,3.8,1.6,26,"2024-06-27 09:00",,0.1,3.2,10,1,120.82011468,24.56499183,26
頭份,苗栗縣,20,,良好,1.3,0.22,16.2,9.5,20,6,9,16,7,1.6,63,"2024-06-27 09:00",,0.1,6.3,19,1,120.89869286,24.69690679,25
新竹,新竹市,16,,良好,0.6,0.23,14.4,7.2,9,6,7.5,12.1,4.6,1.6,342,"2024-06-27 09:00",,0.1,4.9,14,0,120.97236752,24.8056356,24
竹東,新竹縣,19,,良好,0.4,0.15,15.4,8.7,13,5,4,7.1,3,2.2,24,"2024-06-27 09:00",,0.1,5.7,18,0,121.08895493,24.74091408,23
湖口,新竹縣,25,,良好,0.8,0.17,20.1,5.6,14,7,5.5,8.7,3.2,2,31,"2024-06-27 09:00",,0.1,7.7,14,1,121.03886894,24.90009696,22
龍潭,桃園市,19,,良好,0.7,0.2,13.8,6.0,11,2,6.6,12.2,5.6,2.1,50,"2024-06-27 09:00",,0.1,5,19,0,121.21645772,24.86400048,21
平鎮,桃園市,19,,良好,1.2,0.29,20.7,7.3,14,7,8.9,14.5,5.5,1.5,32,"2024-06-27 09:00",,0.2,5.7,18,0,121.203986,24.952786,20
觀音,桃園市,32,,良好,1.6,0.14,22.4,7.1,8,6,7.6,11.1,3.5,2.8,16,"2024-06-27 09:00",,0.2,9.8,17,0,121.08283092,25.03556747,19
大園,桃園市,21,,良好,1.6,0.16,16.6,6.8,8,5,10.9,17.2,6.3,2.4,25,"2024-06-27 09:00",,0.2,6.6,18,1,121.20251473,25.06100357,18
桃園,桃園市,31,,良好,1.1,0.3,17.4,5.4,4,6,9.8,16,6.2,1.3,73,"2024-06-27 09:00",,0.3,9.7,23,2,121.30500531,24.9947107,17
大同,臺北市,42,,良好,1.4,1.3,6.4,2.8,30,17,23.8,63.1,39.2,-,-,"2024-06-27 09:00",,0.7,12.9,25,1,121.51342074,25.06331455,16
松山,臺北市,18,,良好,0.4,0.32,14.2,4.8,15,1,11.7,20.4,8.7,1.2,74,"2024-06-27 09:00",,0.2,4.1,17,1,121.578611,25.05,15
