sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
大里,臺中市,15,,良好,1.1,0.2,15.9,16.8,7,6,6.6,7.4,0.8,0.4,65,"2024-06-26 23:00",,0.1,3,6,0,120.67844444,24.09961111,30
沙鹿,臺中市,16,,良好,0.5,0.15,9.7,17.2,9,4,8.1,8.7,0.5,0.7,29,"2024-06-26 23:00",,0.1,3.6,8,0,120.568794,24.225628,29
豐原,臺中市,18,,良好,1.3,0.12,19.5,19.2,12,5,2.4,3.2,0.8,1.3,49,"2024-06-26 23:00",,0.1,3.4,8,1,120.74252414,24.25699731,28
三義,苗栗縣,13,,良好,0.9,0.16,9.3,14.2,9,4,6.3,7.6,1.2,1.6,10,"2024-06-26 23:00",,0.1,4,7,0,120.75956754,24.38248443,27
苗栗,苗栗縣,18,,良好,1.3,0.15,7.5,14.6,11,4,11.2,12.1,0.9,0.8,359,"2024-06-26 23:00",,0.1,3,8,1,120.82011468,24.56499183,26
頭份,苗栗縣,29,,良好,1.4,0.21,22.7,30.7,18,12,8.7,10.1,1.3,1.2,78,"2024-06-26 23:00",,0.2,9,15,1,120.89869286,24.69690679,25
新竹,新竹市,27,,良好,0.9,0.28,20.5,30.0,19,6,13.1,13.6,0.5,2,73,"2024-06-26 23:00",,0.2,6.4,10,0,120.97236752,24.8056356,24
竹東,新竹縣,28,,良好,0.5,0.17,12.5,30.7,23,7,3.9,4,0.1,1,118,"2024-06-26 23:00",,0.1,7.7,17,0,121.08895493,24.74091408,23
湖口,新竹縣,33,,良好,2.1,0.32,14.5,25.0,21,16,18.3,18.9,0.5,1.8,103,"2024-06-26 23:00",,0.1,10.3,13,1,121.03886894,24.90009696,22
龍潭,桃園市,36,,良好,0.6,0.21,14.3,30.0,19,8,9.4,10.4,1,1.2,125,"2024-06-26 23:00",,0.2,11.2,17,0,121.21645772,24.86400048,21
